DienTich,Phongngu,PhongTam,GiayTo,Loai,HuongCuaChinh,TinhTrangNoiThat,DiaChi,Gia,SoTang,DacDiem
33 m²,3 phòng,3 phòng,Đã có sổ,Nhà phố liền kề,,Nhà trống,"Phụng Châu, Phường Biên Giang, Quận Hà Đông, Hà NộiXem bản đồ","1,45 tỷ - 33 m2",4,
65 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"GIẢI PHÓNG, Phường Thịnh Liệt, Quận Hoàng Mai, Hà NộiXem bản đồ","2,5 tỷ - 65 m2",,
55.7 m²,4 phòng,3 phòng,Đã có sổ,Nhà biệt thự,,,"đại thành, Xã Đại Thành, Huyện Quốc Oai, Hà NộiXem bản đồ","2,2 tỷ - 55.7 m2",4,
105 m²,8 phòng,6 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Phạm Tuấn Tài, Phường Nghĩa Tân, Quận Cầu Giấy, Hà NộiXem bản đồ",34 tỷ - 105 m2,5,
75 m²,4 phòng,4 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"Phố An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà NộiXem bản đồ",22 tỷ - 75 m2,5,
50 m²,3 phòng,3 phòng,,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Mậu Lương, Phường Biên Giang, Quận Hà Đông, Hà NộiXem bản đồ","5,3 tỷ - 50 m2",4,
40 m²,3 phòng,3 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà NộiXem bản đồ","3,9 tỷ - 40 m2",5,
75 m²,4 phòng,4 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"Phố An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà NộiXem bản đồ",22 tỷ - 75 m2,5,
50 m²,3 phòng,3 phòng,,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Mậu Lương, Phường Biên Giang, Quận Hà Đông, Hà NộiXem bản đồ","5,3 tỷ - 50 m2",4,
40 m²,3 phòng,3 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà NộiXem bản đồ","3,9 tỷ - 40 m2",5,
30 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","4,2 tỷ - 30 m2",,Nở hậu
60 m²,3 phòng,2 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Nam,,"Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà NộiXem bản đồ","5,8 tỷ - 60 m2",3,
38 m²,4 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,"Linh Quan, Phường Thổ Quan, Quận Đống Đa, Hà NộiXem bản đồ","7,4 tỷ - 38 m2",5,Hẻm xe hơi
40 m²,1 phòng,1 phòng,Giấy tờ khác,"Nhà ngõ, hẻm",,,"Thanh Đàm, Phường Thanh Trì, Quận Hoàng Mai, Hà NộiXem bản đồ","1,95 tỷ - 40 m2",1,
50 m²,3 phòng,3 phòng,Đã có sổ,Nhà biệt thự,,Nhà trống,"đại thành, Xã Đại Thành, Huyện Quốc Oai, Hà NộiXem bản đồ","2,3 tỷ - 50 m2",4,
30 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Phô Thanh Đam, Phường Thanh Trì, Quận Hoàng Mai, Hà NộiXem bản đồ","2,95 tỷ - 30 m2",4,
50 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Phố Ba La, Phường Phú Lãm, Quận Hà Đông, Hà NộiXem bản đồ","1,68 tỷ - 50 m2",3,Hẻm xe hơi
45 m²,4 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"12, Lạc Long Quân, Phường Thụy Khuê, Quận Tây Hồ, Hà NộiXem bản đồ","6,3 tỷ - 45 m2",6,
51 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"lạc trung, Phường Thanh Lương, Quận Hai Bà Trưng, Hà NộiXem bản đồ","4,3 tỷ - 51 m2",,
16 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà NộiXem bản đồ","1,89 tỷ - 16 m2",,
62 m²,3 phòng,2 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Giáp Nhất, Phường Nhân Chính, Quận Thanh Xuân, Hà NộiXem bản đồ",6 tỷ - 62 m2,3,
22 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Phố Linh Quang, Phường Khâm Thiên, Quận Đống Đa, Hà NộiXem bản đồ","2,55 tỷ - 22 m2",4,
39 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Phố Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà NộiXem bản đồ","3,55 tỷ - 39 m2",4,
26 m²,3 phòng,3 phòng,,"Nhà ngõ, hẻm",,,"Giáp Nhất, Phường Nhân Chính, Quận Thanh Xuân, Hà NộiXem bản đồ","3,25 tỷ - 26 m2",4,
32 m²,3 phòng,,,"Nhà ngõ, hẻm",,,"Đoàn Thị Điểm, Phường Cát Linh, Quận Đống Đa, Hà NộiXem bản đồ","4,55 tỷ - 32 m2",4,
30 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Đại Đồng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà NộiXem bản đồ","3,1 tỷ - 30 m2",5,
48 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Xuân Phương, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà NộiXem bản đồ","3,6 tỷ - 48 m2",5,
32 m²,3 phòng,,,"Nhà ngõ, hẻm",,,"Đoàn Thị Điểm, Phường Cát Linh, Quận Đống Đa, Hà NộiXem bản đồ","4,55 tỷ - 32 m2",4,
30 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Đại Đồng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà NộiXem bản đồ","3,1 tỷ - 30 m2",5,
48 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Xuân Phương, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà NộiXem bản đồ","3,6 tỷ - 48 m2",5,
35 m²,6 phòng,4 phòng,,"Nhà ngõ, hẻm",,,"Ngõ 279 Phố Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà NộiXem bản đồ","4,95 tỷ - 35 m2",,
40 m²,3 phòng,4 phòng,,"Nhà ngõ, hẻm",,,"Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà NộiXem bản đồ","4,85 tỷ - 40 m2",5,
93 m²,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"Ngõ Lương Sử C, Phường Văn Chương, Quận Đống Đa, Hà NộiXem bản đồ","21,5 tỷ - 93 m2",5,
38 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Đường Cầu Diễn, Phường Minh Khai, Quận Bắc Từ Liêm, Hà NộiXem bản đồ",4 tỷ - 38 m2,,
34 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Cự Lộc, Phường Nhân Chính, Quận Thanh Xuân, Hà NộiXem bản đồ","4,35 tỷ - 34 m2",,
36 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Đoàn Thị Điểm, Phường Hàng Bột, Quận Đống Đa, Hà NộiXem bản đồ","5,85 tỷ - 36 m2",,
40 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","3,5 tỷ - 40 m2",,
31 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Đường Quang Trung, Phường La Khê, Quận Hà Đông, Hà NộiXem bản đồ","2,95 tỷ - 31 m2",,
45 m²,6 phòng,Nhiều hơn 6 phòng,,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Đường Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà NộiXem bản đồ",5 tỷ - 45 m2,6,
35 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Đường Tam Trinh, Phường Yên Sở, Quận Hoàng Mai, Hà NộiXem bản đồ","3,15 tỷ - 35 m2",,
60 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"13, Thiền Quang, Phường Nguyễn Du, Quận Hai Bà Trưng, Hà NộiXem bản đồ","5,2 tỷ - 60 m2",4,
30 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",Tây Bắc,,"Nhân TRạch, Phường Phú Lãm, Quận Hà Đông, Hà NộiXem bản đồ",3 tỷ - 30 m2,4,
96 m²,6 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"68, nguyễn chánh, Phường Yên Hoà, Quận Cầu Giấy, Hà NộiXem bản đồ",46 tỷ - 96 m2,,
32 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Quang Tiến, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà NộiXem bản đồ","3,75 tỷ - 32 m2",5,Hẻm xe hơi
62 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"CỔ ĐIỂN, Xã Hải Bối, Huyện Đông Anh, Hà NộiXem bản đồ",40 triệu - 62 m2,,
32 m²,4 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Phố Lò Đúc, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà NộiXem bản đồ","3,75 tỷ - 32 m2",5,
33 m²,3 phòng,,Đang chờ sổ,"Nhà ngõ, hẻm",,Nhà trống,"Phố Phú Lương, Phường Phú Lãm, Quận Hà Đông, Hà NộiXem bản đồ","2,45 tỷ - 33 m2",4,
33 m²,3 phòng,,Đang chờ sổ,"Nhà ngõ, hẻm",,Nhà trống,"Phố Phú Lương, Phường Phú Lãm, Quận Hà Đông, Hà NộiXem bản đồ","2,45 tỷ - 33 m2",4,
33 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Bắc,,"Phố Xốm, Phường Phú Lãm, Quận Hà Đông, Hà NộiXem bản đồ","2,45 tỷ - 33 m2",4,
30 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Bắc,,"Phố Xốm, Phường Phú Lãm, Quận Hà Đông, Hà NộiXem bản đồ","2,9 tỷ - 30 m2",5,
45 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà NộiXem bản đồ","8,55 tỷ - 45 m2",6,
100 m²,8 phòng,,,Nhà biệt thự,,,"Đường Dương Nội, Phường Dương Nội, Quận Hà Đông, Hà NộiXem bản đồ",9 tỷ - 100 m2,,
100 m²,4 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,"Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà NộiXem bản đồ","26,5 tỷ - 100 m2",,
100 m²,4 phòng,,,"Nhà mặt phố, mặt tiền",,,"Đường Đa Sỹ, Phường Dương Nội, Quận Hà Đông, Hà NộiXem bản đồ",11 tỷ - 100 m2,,
30 m²,2 phòng,2 phòng,Giấy tờ khác,"Nhà ngõ, hẻm",,,"Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà NộiXem bản đồ","1,5 tỷ - 30 m2",2,
42 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà NộiXem bản đồ","4,9 tỷ - 42 m2",5,
45 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà NộiXem bản đồ","4,95 tỷ - 45 m2",5,
37 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Hoà Bình, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","4,2 tỷ - 37 m2",,
30 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Yên Hoà, Phường Yên Hoà, Quận Cầu Giấy, Hà NộiXem bản đồ","4,2 tỷ - 30 m2",4,
28 m²,2 phòng,2 phòng,Giấy tờ khác,"Nhà ngõ, hẻm",,,"Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà NộiXem bản đồ","1,75 tỷ - 28 m2",3,
47 m²,3 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",Tây Bắc,,"Nguyễn Khoái, Phường Thanh Trì, Quận Hoàng Mai, Hà NộiXem bản đồ","5,65 tỷ - 47 m2",6,
31 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Võ Chí Công, Phường Nghĩa Đô, Quận Cầu Giấy, Hà NộiXem bản đồ","4,7 tỷ - 31 m2",5,
30 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà NộiXem bản đồ","3,64 tỷ - 30 m2",5,
31 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà NộiXem bản đồ","3,43 tỷ - 31 m2",5,
34 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Nam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà NộiXem bản đồ","4,05 tỷ - 34 m2",5,
37 m²,5 phòng,4 phòng,,"Nhà ngõ, hẻm",,,"Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà NộiXem bản đồ","3,95 tỷ - 37 m2",4,
30 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Khuyến Lương, Phường Trần Phú, Quận Hoàng Mai, Hà NộiXem bản đồ","3,35 tỷ - 30 m2",5,
37 m²,5 phòng,4 phòng,,"Nhà ngõ, hẻm",,,"Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà NộiXem bản đồ","3,95 tỷ - 37 m2",4,
30 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Khuyến Lương, Phường Trần Phú, Quận Hoàng Mai, Hà NộiXem bản đồ","3,35 tỷ - 30 m2",5,
27 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Đông Thiên, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà NộiXem bản đồ","2,75 tỷ - 27 m2",4,
34 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà NộiXem bản đồ","4,98 tỷ - 34 m2",5,
40 m²,5 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà NộiXem bản đồ","8,9 tỷ - 40 m2",7,
33 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",Tây Bắc,,"Phố Xốm, Phường Phú Lãm, Quận Hà Đông, Hà NộiXem bản đồ","2,65 tỷ - 33 m2",4,
40 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Phố Xốm, Phường Phú Lãm, Quận Hà Đông, Hà NộiXem bản đồ","3,55 tỷ - 40 m2",5,
55 m²,5 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà NộiXem bản đồ","6,3 tỷ - 55 m2",5,
30 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Nam,,"Yên Nghĩa, Hà Đông, Hà Nội, Phường Yên Nghĩa, Quận Hà Đông, Hà NộiXem bản đồ","3,2 tỷ - 30 m2",5,
40 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"TRẦN CUNG, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","4,7 tỷ - 40 m2",5,
125 m²,5 phòng,,,"Nhà ngõ, hẻm",,,"Phố Bắc Cầu, Phường Ngọc Thụy, Quận Long Biên, Hà NộiXem bản đồ","4,3 tỷ - 125 m2",,
81 m²,9 phòng,Nhiều hơn 6 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"Nguyễn thị định, Phường Trung Hoà, Quận Cầu Giấy, Hà NộiXem bản đồ",22 tỷ - 81 m2,9,
51 m²,5 phòng,,,"Nhà ngõ, hẻm",,,"Xã Đàn, Phường Nam Đồng, Quận Đống Đa, Hà NộiXem bản đồ","6,95 tỷ - 51 m2",,
50 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà NộiXem bản đồ","3,955 tỷ - 50 m2",4,
45 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Phố Trần Hòa, Phường Định Công, Quận Hoàng Mai, Hà NộiXem bản đồ","6,35 tỷ - 45 m2",6,
39 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Phố Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","4,85 tỷ - 39 m2",,
38 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà NộiXem bản đồ","4,3 tỷ - 38 m2",,
28 m²,2 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà NộiXem bản đồ","3,3 tỷ - 28 m2",4,
52 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà NộiXem bản đồ","4,1 tỷ - 52 m2",4,
50 m²,4 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Ngõ 6 Đặng Văn Ngữ, Phường Phương Liên, Quận Đống Đa, Hà NộiXem bản đồ","6,95 tỷ - 50 m2",4,
50 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Đông tác, Phường Phương Mai, Quận Đống Đa, Hà NộiXem bản đồ",5 tỷ - 50 m2,,Nở hậu
63 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Vương thừa vũ, Phường Khương Trung, Quận Thanh Xuân, Hà NộiXem bản đồ",7 tỷ - 63 m2,,Hẻm xe hơi
50 m²,4 phòng,,,Nhà biệt thự,,,"Nguyễn ngọc nại, Phường Khương Mai, Quận Thanh Xuân, Hà NộiXem bản đồ",9 tỷ - 50 m2,,Hẻm xe hơi
40 m²,3 phòng,4 phòng,,"Nhà mặt phố, mặt tiền",,,"Phố Thanh Đàm, Phường Thanh Trì, Quận Hoàng Mai, Hà NộiXem bản đồ",6 tỷ - 40 m2,4,
25 m²,3 phòng,4 phòng,,"Nhà ngõ, hẻm",Tây Bắc,,"Nguyễn Cao, Phường Đống Mác, Quận Hai Bà Trưng, Hà NộiXem bản đồ","3,9 tỷ - 25 m2",5,
87 m²,6 phòng,4 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà NộiXem bản đồ","14,5 tỷ - 87 m2",5,
50 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Phố Tây Sơn, Phường Thịnh Quang, Quận Đống Đa, Hà NộiXem bản đồ","5,9 tỷ - 50 m2",,
33 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà NộiXem bản đồ","4,2 tỷ - 33 m2",4,
38 m²,5 phòng,,,"Nhà ngõ, hẻm",,,"Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà NộiXem bản đồ","5,2 tỷ - 38 m2",5,
60 m²,6 phòng,6 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",Tây Nam,,"Đại Kim, Phường Đại Kim, Quận Hoàng Mai, Hà NộiXem bản đồ","14,5 tỷ - 60 m2",5,
30 m²,3 phòng,3 phòng,,"Nhà ngõ, hẻm",,,"Nam Dư, Phường Thanh Trì, Quận Hoàng Mai, Hà NộiXem bản đồ","2,75 tỷ - 30 m2",4,
21 m²,3 phòng,3 phòng,Đang chờ sổ,"Nhà ngõ, hẻm",Tây Nam,,"36 ngõ 91, Phố Trần Quang Diệu, Phường Quang Trung, Quận Đống Đa, Hà NộiXem bản đồ","1,6 tỷ - 21 m2",3,
45 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"lĩnh nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà NộiXem bản đồ","3,9 tỷ - 45 m2",5,
33 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Đê la thành, Phường Láng Thượng, Quận Đống Đa, Hà NộiXem bản đồ","5,2 tỷ - 33 m2",,
33 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Phố Cự Lộc, Phường Nhân Chính, Quận Thanh Xuân, Hà NộiXem bản đồ","4,8 tỷ - 33 m2",5,
49 m²,3 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Hoàng Liệt, Phường Đại Kim, Quận Hoàng Mai, Hà NộiXem bản đồ","4,6 tỷ - 49 m2",,"Nở hậu,Hẻm xe hơi"
70 m²,5 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Lĩnh Nam, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà NộiXem bản đồ","4,48 tỷ - 70 m2",3,
50 m²,4 phòng,4 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,,"Tứ Liên, Phường Tứ Liên, Quận Tây Hồ, Hà NộiXem bản đồ",10 tỷ - 50 m2,6,
45 m²,5 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Phố Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà NộiXem bản đồ","6,5 tỷ - 45 m2",4,
50 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà NộiXem bản đồ","5,95 tỷ - 50 m2",,
40 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,," mỹ đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà NộiXem bản đồ","6,4 tỷ - 40 m2",5,
35 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,," Đường Lai Xá, Xã Kim Chung, Huyện Hoài Đức, Hà NộiXem bản đồ","4,3 tỷ - 35 m2",,
30 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Ngõ 322 Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà NộiXem bản đồ","4,25 tỷ - 30 m2",,
80 m²,8 phòng,,,"Nhà ngõ, hẻm",,,"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà NộiXem bản đồ","12,3 tỷ - 80 m2",,"Hẻm xe hơi,Nở hậu"
30 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Ngõ 322 Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà NộiXem bản đồ","4,3 tỷ - 30 m2",5,
38 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Tây Sơn, Phường Nam Đồng, Quận Đống Đa, Hà NộiXem bản đồ","5,5 tỷ - 38 m2",4,
28 m²,2 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Phố Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà NộiXem bản đồ","3,03 tỷ - 28 m2",4,
55 m²,4 phòng,4 phòng,,"Nhà ngõ, hẻm",,,"Võng thị, Phường Thụy Khuê, Quận Tây Hồ, Hà NộiXem bản đồ","5,9 tỷ - 55 m2",4,
25 m²,1 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà NộiXem bản đồ","1,93 tỷ - 25 m2",1,
33 m²,3 phòng,3 phòng,,"Nhà ngõ, hẻm",Đông Nam,,"lê trọng tấn, Phường Dương Nội, Quận Hà Đông, Hà NộiXem bản đồ","2,25 tỷ - 33 m2",3,
43 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",Tây Nam,,"tố hữu, Phường Yên Nghĩa, Quận Hà Đông, Hà NộiXem bản đồ","1,7 tỷ - 43 m2",3,
44 m²,5 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Bắc,,"25, Văn Tiến Dũng, Phường Minh Khai, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","3,55 tỷ - 44 m2",4,
56 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Vu trọng phụng, Phường Khương Trung, Quận Thanh Xuân, Hà NộiXem bản đồ","6,48 tỷ - 56 m2",4,
47 m²,6 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"Nguyễn Khánh Toàn, Phường Dịch Vọng, Quận Cầu Giấy, Hà NộiXem bản đồ","9,65 tỷ - 47 m2",5,
38 m²,1 phòng,,,"Nhà mặt phố, mặt tiền",,,"Ngõ 112, Phường Văn Quán, Quận Hà Đông, Hà NộiXem bản đồ","4,45 tỷ - 38 m2",,
36 m²,4 phòng,,Đã có sổ,Nhà phố liền kề,,,"Bui Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà NộiXem bản đồ","4,39 tỷ - 36 m2",,
51 m²,3 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,"giải phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà NộiXem bản đồ",6 tỷ - 51 m2,4,
35 m²,4 phòng,3 phòng,,"Nhà ngõ, hẻm",,,"nguyễn trãi, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà NộiXem bản đồ","3,6 tỷ - 35 m2",3,
26 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"giáp nhât, Phường Nhân Chính, Quận Thanh Xuân, Hà NộiXem bản đồ","3,25 tỷ - 26 m2",4,
34 m²,3 phòng,3 phòng,,"Nhà ngõ, hẻm",,,"Đa Sỹ, Phường Kiến Hưng, Quận Hà Đông, Hà NộiXem bản đồ",4 tỷ - 34 m2,,
